Unnamed: 0,text,category,topic_food,score_food,topic_place,score_place,topic_price,score_price,topic_service,score_service,topic_count,main_topics,primary_topic,primary_score,sentiment_food,sentiment_place,sentiment_price,sentiment_service
46,"The wait staff is friendly, and the food has gotten better and better!",food,0,0.0,1,0.3553646206855774,0,0.0,1,0.5591481328010559,2,"place, service",service,0.5591481328010559,Not Found,Neutral,Not Found,Positive
47,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",food,1,0.3611925542354584,1,0.3371330499649048,0,0.0,0,0.0,2,"food, place",food,0.3611925542354584,Positive,Neutral,Not Found,Not Found
48,Right off the L in Brooklyn this is a nice cozy place with good pizza.,food,0,0.0,1,0.3579886853694916,0,0.0,0,0.0,1,place,place,0.3579886853694916,Not Found,Positive,Not Found,Not Found
49,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,food,1,0.3001177310943603,1,0.3199892044067383,0,0.0,0,0.0,2,"food, place",place,0.3199892044067383,Positive,Neutral,Not Found,Not Found
50,We had the lobster sandwich and it was FANTASTIC.,food,1,0.2594939470291137,0,0.0,0,0.0,0,0.0,1,food,food,0.2594939470291137,Neutral,Not Found,Not Found,Not Found
51,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",food,0,0.0,0,0.0,1,0.1492967903614044,0,0.0,1,price,price,0.1492967903614044,Not Found,Not Found,Positive,Not Found
52,Deep Fried Skewers are good and still rare to find in NYC.,food,1,0.2718316912651062,0,0.0,0,0.0,0,0.0,1,food,food,0.2718316912651062,Neutral,Not Found,Not Found,Not Found
53,I also recommend the rice dishes or the different varieties of congee (rice porridge).,food,1,0.4204351305961609,0,0.0,0,0.0,0,0.0,1,food,food,0.4204351305961609,Neutral,Not Found,Not Found,Not Found
54,Their tuna tartar appetizer is to die for.,food,1,0.2718587517738342,0,0.0,0,0.0,0,0.0,1,food,food,0.2718587517738342,Neutral,Not Found,Not Found,Not Found
55,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",food,1,0.4599951505661011,1,0.3837742507457733,0,0.0,0,0.0,2,"food, place",food,0.4599951505661011,Negative,Positive,Not Found,Not Found
56,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",food,1,0.3642194271087646,0,0.0,0,0.0,0,0.0,1,food,food,0.3642194271087646,Positive,Not Found,Not Found,Not Found
57,I love Indian food and consider myself to be quite an expert on it.,food,1,0.4502279460430145,0,0.0,0,0.0,0,0.0,1,food,food,0.4502279460430145,Positive,Not Found,Not Found,Not Found
58,Some baby pizzas get their wish.,food,1,0.147057756781578,0,0.0,0,0.0,0,0.0,1,food,food,0.147057756781578,Neutral,Not Found,Not Found,Not Found
59,Plenty of choices to make your own creation.,food,1,0.1360991448163986,0,0.0,0,0.0,0,0.0,1,food,food,0.1360991448163986,Neutral,Not Found,Not Found,Not Found
60,The lava cake dessert was incredible and I recommend it.,food,1,0.2416746318340301,0,0.0,0,0.0,0,0.0,1,food,food,0.2416746318340301,Neutral,Not Found,Not Found,Not Found
61,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,0,0.0,0,0.0,0,0.0,1,0.3333569169044494,1,service,service,0.3333569169044494,Not Found,Not Found,Not Found,Negative
62,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,1,0.3025621175765991,0,0.0,0,0.0,0,0.0,1,food,food,0.3025621175765991,Positive,Not Found,Not Found,Not Found
63,good selection of wines ranging from affordable to high end.,food,1,0.3562249541282654,0,0.0,0,0.0,0,0.0,1,food,food,0.3562249541282654,Neutral,Not Found,Not Found,Not Found
64,Not impressed with the food.,food,1,0.4065973162651062,0,0.0,0,0.0,0,0.0,1,food,food,0.4065973162651062,Negative,Not Found,Not Found,Not Found
65,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,food,1,0.3546751141548157,1,0.4203575849533081,0,0.0,0,0.0,2,"food, place",place,0.4203575849533081,Neutral,Neutral,Not Found,Not Found
66,"Order the panang duck, it's fantastic.",food,1,0.1831852495670318,0,0.0,0,0.0,0,0.0,1,food,food,0.1831852495670318,Neutral,Not Found,Not Found,Not Found
67,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",food,1,0.4360473155975342,0,0.0,0,0.0,0,0.0,1,food,food,0.4360473155975342,Positive,Not Found,Not Found,Not Found
68,They have authentic Indian at amazin prices.,food,0,0.0,0,0.0,1,0.2304946482181549,0,0.0,1,price,price,0.2304946482181549,Not Found,Not Found,Positive,Not Found
69,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",food,1,0.3020909130573272,0,0.0,0,0.0,0,0.0,1,food,food,0.3020909130573272,Positive,Not Found,Not Found,Not Found
70,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",food,1,0.3361098170280456,0,0.0,0,0.0,0,0.0,1,food,food,0.3361098170280456,Positive,Not Found,Not Found,Not Found
71,and yes Dal Bukhara is so dam good and so are all the kababs.,food,1,0.0937093272805213,0,0.0,0,0.0,0,0.0,1,food,food,0.0937093272805213,Neutral,Not Found,Not Found,Not Found
72,I've been coming here as a child and always come back for the taste.,food,1,0.2549977898597717,0,0.0,0,0.0,0,0.0,1,food,food,0.2549977898597717,Neutral,Not Found,Not Found,Not Found
73,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,food,0,0.0,1,0.2507563531398773,0,0.0,0,0.0,1,place,place,0.2507563531398773,Not Found,Positive,Not Found,Not Found
74,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",food,0,0.0,1,0.1526330560445785,0,0.0,0,0.0,1,place,place,0.1526330560445785,Not Found,Positive,Not Found,Not Found
75,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,1,0.3373884856700897,0,0.0,0,0.0,0,0.0,1,food,food,0.3373884856700897,Neutral,Not Found,Not Found,Not Found
76,The food always tastes fresh and served promptly.,food,1,0.4998226761817932,1,0.3355114459991455,0,0.0,1,0.3409211039543152,3,"food, place, service",food,0.4998226761817932,Positive,Neutral,Not Found,Positive
77,The pizza here is delicious.,food,1,0.2892019748687744,0,0.0,0,0.0,0,0.0,1,food,food,0.2892019748687744,Neutral,Not Found,Not Found,Not Found
78,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",food,1,0.2454934567213058,0,0.0,0,0.0,0,0.0,1,food,food,0.2454934567213058,Neutral,Not Found,Not Found,Not Found
79,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",food,1,0.2791066169738769,0,0.0,0,0.0,0,0.0,1,food,food,0.2791066169738769,Positive,Not Found,Not Found,Not Found
80,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,1,0.4595814049243927,1,0.5852716565132141,0,0.0,1,0.400810182094574,3,"food, place, service",place,0.5852716565132141,Negative,Positive,Not Found,Negative
81,Hats off to the chef.,food,0,0.0,0,0.0,0,0.0,1,0.1816969513893127,1,service,service,0.1816969513893127,Not Found,Not Found,Not Found,Neutral
82,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food,1,0.2339497655630111,0,0.0,0,0.0,0,0.0,1,food,food,0.2339497655630111,Neutral,Not Found,Not Found,Not Found
83,Its an excellent place to relax and the food is one of the best in the city of New York.,food,1,0.3813456296920776,1,0.506628155708313,0,0.0,0,0.0,2,"food, place",place,0.506628155708313,Positive,Positive,Not Found,Not Found
84,The food was bland oily.,food,1,0.3569234907627105,0,0.0,0,0.0,0,0.0,1,food,food,0.3569234907627105,Negative,Not Found,Not Found,Not Found
85,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,1,0.4635257124900818,1,0.3451434373855591,0,0.0,0,0.0,2,"food, place",food,0.4635257124900818,Positive,Neutral,Not Found,Not Found
86,The fish is fresh but the variety of fish is nothing out of ordinary.,food,1,0.1856857687234878,0,0.0,0,0.0,0,0.0,1,food,food,0.1856857687234878,Positive,Not Found,Not Found,Not Found
87,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food,1,0.3898977637290954,1,0.3163291215896606,0,0.0,0,0.0,2,"food, place",food,0.3898977637290954,Neutral,Neutral,Not Found,Not Found
88,"The food, drinks and service are clearly among the best in the city.",food,1,0.4243046343326568,1,0.4886089265346527,0,0.0,0,0.0,2,"food, place",place,0.4886089265346527,Positive,Neutral,Not Found,Not Found
89,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food,1,0.395252525806427,1,0.5274844169616699,0,0.0,1,0.4370980262756347,3,"food, place, service",place,0.5274844169616699,Positive,Neutral,Not Found,Positive
90,Try the tandoori salmon!,food,1,0.2445595860481262,0,0.0,0,0.0,0,0.0,1,food,food,0.2445595860481262,Neutral,Not Found,Not Found,Not Found
91,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,1,0.3499076962471008,0,0.0,0,0.0,0,0.0,1,food,food,0.3499076962471008,Positive,Not Found,Not Found,Not Found
92,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,0,0.0,1,0.1633935272693634,0,0.0,0,0.0,1,place,place,0.1633935272693634,Not Found,Neutral,Not Found,Not Found
93,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,0,0.0,1,0.3287817239761352,0,0.0,0,0.0,1,place,place,0.3287817239761352,Not Found,Positive,Not Found,Not Found
94,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,1,0.3381860256195068,0,0.0,0,0.0,0,0.0,1,food,food,0.3381860256195068,Positive,Not Found,Not Found,Not Found
95,They were served warm and had a soft fluffy interior.,food,1,0.2969794869422912,0,0.0,0,0.0,0,0.0,1,food,food,0.2969794869422912,Neutral,Not Found,Not Found,Not Found
96,What came to our table was burned beyond recognition and stringy.,food,0,0.0,0,0.0,0,0.0,1,0.1294646114110946,1,service,service,0.1294646114110946,Not Found,Not Found,Not Found,Negative
97,I had the Pad Thai and the noodles were sticky.,food,1,0.15248703956604,0,0.0,0,0.0,0,0.0,1,food,food,0.15248703956604,Neutral,Not Found,Not Found,Not Found
98,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,1,0.3208947777748108,0,0.0,0,0.0,0,0.0,1,food,food,0.3208947777748108,Positive,Not Found,Not Found,Not Found
99,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,0,0.0,1,0.2601368427276611,0,0.0,0,0.0,1,place,place,0.2601368427276611,Not Found,Neutral,Not Found,Not Found
100,The food is great.,food,1,0.5110020041465759,1,0.3824558854103088,0,0.0,0,0.0,2,"food, place",food,0.5110020041465759,Positive,Neutral,Not Found,Not Found
101,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,1,0.2290160953998565,0,0.0,0,0.0,0,0.0,1,food,food,0.2290160953998565,Neutral,Not Found,Not Found,Not Found
102,Decent wine at reasonable prices.,food,1,0.3146423995494842,0,0.0,0,0.0,0,0.0,1,food,food,0.3146423995494842,Neutral,Not Found,Not Found,Not Found
103,even the wine by the glass was good.,food,0,0.0,1,0.2038973569869995,0,0.0,0,0.0,1,place,place,0.2038973569869995,Not Found,Neutral,Not Found,Not Found
104,This dish is my favorite and I always get it when I go there and never get tired of it.,food,1,0.3629201650619507,0,0.0,0,0.0,0,0.0,1,food,food,0.3629201650619507,Neutral,Not Found,Not Found,Not Found
105,"I also ordered the Change Mojito, which was out of this world.",food,1,0.1506136059761047,0,0.0,0,0.0,0,0.0,1,food,food,0.1506136059761047,Neutral,Not Found,Not Found,Not Found
106,The only thing more wonderful than the food (which is exceptional) is the service.,food,1,0.4660633206367492,1,0.4112557172775268,0,0.0,1,0.3918412923812866,3,"food, place, service",food,0.4660633206367492,Positive,Neutral,Not Found,Positive
107,"The food was just awful, ATROCIOUS actually.",food,1,0.3141307830810547,0,0.0,0,0.0,0,0.0,1,food,food,0.3141307830810547,Negative,Not Found,Not Found,Not Found
108,The soup for the udon was soy sauce and water.,food,1,0.2837351262569427,0,0.0,0,0.0,0,0.0,1,food,food,0.2837351262569427,Negative,Not Found,Not Found,Not Found
109,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",food,1,0.2475446462631225,0,0.0,0,0.0,0,0.0,1,food,food,0.2475446462631225,Neutral,Not Found,Not Found,Not Found
110,The waitress suggested glasses of wine that went very well with the food.,food,1,0.3334844708442688,0,0.0,0,0.0,0,0.0,1,food,food,0.3334844708442688,Neutral,Not Found,Not Found,Not Found
111,"They might be all business at the counter when you give your order, but their food says I love you.",food,1,0.2742473483085632,0,0.0,0,0.0,0,0.0,1,food,food,0.2742473483085632,Positive,Not Found,Not Found,Not Found
112,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,1,0.4022504687309265,0,0.0,0,0.0,0,0.0,1,food,food,0.4022504687309265,Positive,Not Found,Not Found,Not Found
113,Try their plain pizza with fresh garlic or eggplant.,food,1,0.1986717134714126,0,0.0,0,0.0,0,0.0,1,food,food,0.1986717134714126,Neutral,Not Found,Not Found,Not Found
114,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,1,0.4129236936569214,1,0.3600182831287384,0,0.0,0,0.0,2,"food, place",food,0.4129236936569214,Positive,Positive,Not Found,Not Found
115,"Trust me, it will be great, and all of it will be devoured in no time.",food,1,0.215586856007576,0,0.0,0,0.0,0,0.0,1,food,food,0.215586856007576,Positive,Not Found,Not Found,Not Found
116,The pizza is good though.,food,1,0.2591253519058227,0,0.0,0,0.0,0,0.0,1,food,food,0.2591253519058227,Neutral,Not Found,Not Found,Not Found
117,bottles of wine are cheap and good.,food,1,0.2290960252285003,0,0.0,0,0.0,0,0.0,1,food,food,0.2290960252285003,Neutral,Not Found,Not Found,Not Found
118,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,1,0.3565983176231384,0,0.0,0,0.0,0,0.0,1,food,food,0.3565983176231384,Positive,Not Found,Not Found,Not Found
119,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,food,1,0.3101473450660705,0,0.0,0,0.0,0,0.0,1,food,food,0.3101473450660705,Positive,Not Found,Not Found,Not Found
120,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",food,1,0.1940748393535614,0,0.0,0,0.0,0,0.0,1,food,food,0.1940748393535614,Neutral,Not Found,Not Found,Not Found
121,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,food,0,0.0,1,0.2054807245731353,0,0.0,0,0.0,1,place,place,0.2054807245731353,Not Found,Neutral,Not Found,Not Found
122,Our food was great too!,food,1,0.3570146262645721,0,0.0,0,0.0,0,0.0,1,food,food,0.3570146262645721,Positive,Not Found,Not Found,Not Found
123,"Please try the Filet Mignon, its just the most tender piece ever.",food,1,0.244625985622406,0,0.0,0,0.0,0,0.0,1,food,food,0.244625985622406,Neutral,Not Found,Not Found,Not Found
124,"Everything we had was pretty good, but we have only been there once.",food,0,0.0,1,0.2314352989196777,0,0.0,0,0.0,1,place,place,0.2314352989196777,Not Found,Negative,Not Found,Not Found
125,The sake menu should not be overlooked!,food,1,0.3707083463668823,1,0.3214933574199676,0,0.0,0,0.0,2,"food, place",food,0.3707083463668823,Neutral,Neutral,Not Found,Not Found
126,the drinks are amazing and half off till 8pm.,food,0,0.0,1,0.2837604284286499,0,0.0,0,0.0,1,place,place,0.2837604284286499,Not Found,Neutral,Not Found,Not Found
127,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,food,1,0.1666006296873092,0,0.0,0,0.0,0,0.0,1,food,food,0.1666006296873092,Neutral,Not Found,Not Found,Not Found
128,"The service, wine selection, ambiance are all outstanding and deserve recognition.",food,0,0.0,1,0.3634345531463623,0,0.0,0,0.0,1,place,place,0.3634345531463623,Not Found,Neutral,Not Found,Not Found
129,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",food,1,0.4706015586853027,0,0.0,0,0.0,0,0.0,1,food,food,0.4706015586853027,Positive,Not Found,Not Found,Not Found
130,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,1,0.3698983192443847,1,0.3428678810596466,0,0.0,0,0.0,2,"food, place",food,0.3698983192443847,Positive,Neutral,Not Found,Not Found
131,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,1,0.3563228547573089,1,0.4811294078826904,0,0.0,0,0.0,2,"food, place",place,0.4811294078826904,Positive,Neutral,Not Found,Not Found
132,The food here does a great service to the name (Cantonese that is...).,food,1,0.3478935360908508,0,0.0,0,0.0,0,0.0,1,food,food,0.3478935360908508,Neutral,Not Found,Not Found,Not Found
133,"But, nothing stands out about the cooking.",food,1,0.348138689994812,0,0.0,0,0.0,0,0.0,1,food,food,0.348138689994812,Neutral,Not Found,Not Found,Not Found
134,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,0,0.0,1,0.3475500047206878,0,0.0,0,0.0,1,place,place,0.3475500047206878,Not Found,Positive,Not Found,Not Found
135,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,food,1,0.2779563665390014,0,0.0,0,0.0,0,0.0,1,food,food,0.2779563665390014,Neutral,Not Found,Not Found,Not Found
136,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",food,1,0.2253511995077133,0,0.0,0,0.0,0,0.0,1,food,food,0.2253511995077133,Neutral,Not Found,Not Found,Not Found
137,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",food,1,0.2956736087799072,0,0.0,0,0.0,0,0.0,1,food,food,0.2956736087799072,Neutral,Not Found,Not Found,Not Found
138,Too bad the food wasn't of the same heritage.,food,1,0.3289446532726288,0,0.0,0,0.0,0,0.0,1,food,food,0.3289446532726288,Negative,Not Found,Not Found,Not Found
139,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",food,1,0.3578057885169983,0,0.0,0,0.0,0,0.0,1,food,food,0.3578057885169983,Positive,Not Found,Not Found,Not Found
